t_start,t_end,Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R),country,state,city
2020-04-02,2020-04-08,1.2497243233553164,0.21124196582429244,0.8704787812061571,0.923711917866182,1.6162724921304832,1.237842549421331,1.6162724921304832,1.6162724921304832,1.6964683509346143,Brazil,MS,
2020-04-03,2020-04-09,1.313743279980571,0.21597806480802434,0.9249965086898243,0.9797902900164612,1.6880086201002025,1.3019268982023853,1.6880086201002025,1.6880086201002025,1.769618393649004,Brazil,MS,
2020-04-04,2020-04-10,1.304376622901867,0.2115978294568856,0.9230545309212335,0.9769062941408467,1.6708201313055615,1.2929527376329988,1.6708201313055615,1.6708201313055615,1.750597897796566,Brazil,MS,
2020-04-05,2020-04-11,1.2722173099584115,0.20371780908251474,0.904670874433126,0.956673891881141,1.6247997347028589,1.2613603349106137,1.6247997347028589,1.6247997347028589,1.701442843880895,Brazil,MS,
2020-04-06,2020-04-12,1.143462347428232,0.18798405193900794,0.8051030176953808,0.8527946989964279,1.469217257763947,1.1331775468495433,1.469217257763947,1.469217257763947,1.540249174468845,Brazil,MS,
2020-04-07,2020-04-13,1.4139772241823665,0.20409003275242227,1.0425551840851373,1.0958402298883583,1.7655706042658426,1.4041701528480193,1.7655706042658426,1.7655706042658426,1.8411172478384379,Brazil,MS,
2020-04-08,2020-04-14,1.0212857683199306,0.17021429471998842,0.7152959964813556,0.7583377749527213,1.3164411906202225,1.0118451428530588,1.3164411906202225,1.3164411906202225,1.3809067959244479,Brazil,MS,
2020-04-09,2020-04-15,1.0006600647871462,0.16450750128792005,0.7045570321220844,0.7462926966219676,1.2857327918554304,0.9916596904096774,1.2857327918554304,1.2857327918554304,1.3478938263064046,Brazil,MS,
2020-04-10,2020-04-16,1.1309536166574754,0.1724688096527536,0.8184767401156056,0.8629870200676254,1.4287875290767762,1.1221987192555472,1.4287875290767762,1.4287875290767762,1.493169096574057,Brazil,MS,
2020-04-11,2020-04-17,1.2307156650544413,0.17951833001949175,0.904283579199336,0.9510521289362259,1.5401182528415307,1.2219982759782473,1.5401182528415307,1.5401182528415307,1.606674521724201,Brazil,MS,
2020-04-12,2020-04-18,1.605429385701912,0.20388973587398063,1.2308735043346628,1.2854133408877344,1.9548618377199496,1.5968063433532385,1.9548618377199496,1.9548618377199496,2.0289792535652915,Brazil,MS,
2020-04-13,2020-04-19,1.696230621429741,0.20569817698711484,1.3171894488648146,1.3726501594137048,2.04815109140081,1.6879230504572846,2.04815109140081,2.04815109140081,2.12247420988238,Brazil,MS,
2020-04-14,2020-04-20,1.3544675119740388,0.17633665034280613,1.0310834262376056,1.0780446526142513,1.6569691442685808,1.346822886764155,1.6569691442685808,1.6569691442685808,1.721286004701135,Brazil,MS,
2020-04-15,2020-04-21,1.2161351530456863,0.15832731118051546,0.9257784253110793,0.9679434811148466,1.4877421614344883,1.2092712767493479,1.4877421614344883,1.4877421614344883,1.5454903128032615,Brazil,MS,
2020-04-16,2020-04-22,1.0437634811790661,0.14074103909101623,0.7863054972588246,0.8235448316905901,1.2855387467751254,1.0374445029315646,1.2855387467751254,1.2855387467751254,1.3371233869856567,Brazil,MS,
2020-04-17,2020-04-23,1.013890293047307,0.1354867894413876,0.7658818313538387,0.8017915255753267,1.2465551566917512,1.0078616597864725,1.2465551566917512,1.2465551566917512,1.2961511944339237,Brazil,MS,
2020-04-18,2020-04-24,1.2628479869329525,0.1498724827979059,0.9862947550663022,1.0268476527750208,1.5190567003844342,1.2569240970726314,1.5190567003844342,1.5190567003844342,1.573060170976095,Brazil,MS,
2020-04-19,2020-04-25,1.0076664011502432,0.13346867534507817,0.7631966918017492,0.798629642195985,1.236784760354507,1.00177978083069,1.236784760354507,1.236784760354507,1.285581820066329,Brazil,MS,
2020-04-20,2020-04-26,1.1571718251606502,0.14137103890464822,0.8967922702298124,0.9348617046730358,1.3991038795511435,1.1514198711249413,1.3991038795511435,1.3991038795511435,1.4502330586928067,Brazil,MS,
2020-04-21,2020-04-27,1.151118487875003,0.13959362097382116,0.8938885476222241,0.9315260294934687,1.3899434177680263,1.1454806940426598,1.3899434177680263,1.3899434177680263,1.4403815567096203,Brazil,MS,
2020-04-22,2020-04-28,1.128391637025756,0.13683758548590635,0.8762402586653134,0.9131346533167463,1.3625013802390997,1.1228651517171628,1.3625013802390997,1.3625013802390997,1.4119437050460821,Brazil,MS,
2020-04-23,2020-04-29,1.2132136964738949,0.14008985084874884,0.9542695337242466,0.9923422822956627,1.4524645665154636,1.2078259167572667,1.4524645665154636,1.4524645665154636,1.50277098077316,Brazil,MS,
2020-04-24,2020-04-30,1.102653162726803,0.13179226062641278,0.8595722350596466,0.8951916232615018,1.328011480603313,1.0974069016543833,1.328011480603313,1.328011480603313,1.3755427466270236,Brazil,MS,
2020-04-25,2020-05-01,0.7481090372103388,0.10687271960147698,0.5534551841269201,0.5814165490148047,0.9321418344376283,0.743026060735701,0.9321418344376283,0.9321418344376283,0.971641516434277,Brazil,MS,
2020-04-26,2020-05-02,0.7480061044847779,0.10578403777002393,0.5551845483786939,0.5829171566266674,0.9300865987073357,0.7430253505219921,0.9300865987073357,0.9300865987073357,0.9691256639936181,Brazil,MS,
2020-04-27,2020-05-03,0.5964236602831064,0.09550421960680631,0.4241155265357629,0.4484948756998812,0.7617165694987895,0.5913338405275321,0.7617165694987895,0.7617165694987895,0.7976473521989056,Brazil,MS,
2020-04-28,2020-05-04,0.5990636341944042,0.09848545479302706,0.42179608341825886,0.4467819100047698,0.769727688748797,0.5936753937984776,0.769727688748797,0.769727688748797,0.8069415403992126,Brazil,MS,
2020-04-29,2020-05-05,0.7750687236766385,0.1168460065079572,0.5631661211505128,0.5933964416844782,0.9767451534780263,0.7692049647233813,0.9767451534780263,0.9767451534780263,1.0202849279029271,Brazil,MS,
2020-04-30,2020-05-06,0.7770150118646463,0.12285686068175196,0.5551109163279435,0.5865635662088882,0.9895235084002135,0.7705495672854369,0.9895235084002135,0.9895235084002135,1.0356499727641308,Brazil,MS,
1,2020-03-22,2020-03-28,0.9282080795935201,0.9282080795935201,0.023500193928615198,0.04761085027949337,2.7806629006118793,0.6433848133432097,2.7806629006118793,2.7806629006118793,3.424047713955089,Brazil,MS,Ponta Porã
2,2020-03-23,2020-03-29,0.9009972319110024,0.9009972319110024,0.022811274911899455,0.04621511625877919,2.699146486018599,0.6245236909914265,2.699146486018599,2.699146486018599,3.3236701770100257,Brazil,MS,Ponta Porã
3,2020-03-24,2020-03-30,0.9789082489497576,0.9789082489497576,0.024783811081147394,0.05021142899178153,2.9325470342270124,0.6785274927863975,2.9325470342270124,2.9325470342270124,3.61107452701341,Brazil,MS,Ponta Porã
4,2020-03-25,2020-03-31,1.1839868877655533,1.1839868877655533,0.029975952680365247,0.060730587985158284,3.546907731144014,0.8206771730746376,3.546907731144014,3.546907731144014,4.367584904218652,Brazil,MS,Ponta Porã
5,2020-03-26,2020-04-01,1.516086347815179,1.516086347815179,0.038383983041588014,0.0777650633554303,4.541788801644532,1.0508709774735159,4.541788801644532,4.541788801644532,5.592659779118047,Brazil,MS,Ponta Porã
6,2020-03-27,2020-04-02,1.9728482264793445,1.9728482264793445,0.049948192580150874,0.101193884862762,5.910125102887924,1.367474185856846,5.910125102887924,5.910125102887924,7.27759928874477,Brazil,MS,Ponta Porã
7,2020-03-28,2020-04-03,2.528380075594454,2.528380075594454,0.06401304126520471,0.12968894354108362,7.574349792269183,1.7525395207822372,7.574349792269183,7.574349792269183,9.32688931305142,Brazil,MS,Ponta Porã
8,2020-03-29,2020-04-04,3.1224063502074415,3.1224063502074415,0.07905248442347937,0.16015850811874752,9.353893474466355,2.164287158208757,9.353893474466355,9.353893474466355,11.518180632675111,Brazil,MS,Ponta Porã
9,2020-03-30,2020-04-05,3.676421676778117,3.676421676778117,0.09307893808194939,0.18857577935975212,11.013575068317682,2.5483013198082185,11.013575068317682,11.013575068317682,13.5618763881259,Brazil,MS,Ponta Porã
10,2020-03-31,2020-04-06,4.128962283412619,4.128962283412619,0.10453627426581577,0.21178807791817636,12.369265568706359,2.8619785653858107,12.369265568706359,12.369265568706359,15.23124413409217,Brazil,MS,Ponta Porã
11,2020-04-01,2020-04-07,4.458423345541061,4.458423345541061,0.11287750617508387,0.2286872211671656,13.356242705403911,3.0903435717044254,13.356242705403911,13.356242705403911,16.44658627710833,Brazil,MS,Ponta Porã
12,2020-04-02,2020-04-08,4.677526669609274,4.677526669609274,0.11842472206256252,0.23992575246988734,14.012617604558015,3.242214423033619,14.012617604558015,14.012617604558015,17.254832027591632,Brazil,MS,Ponta Porã
13,2020-04-03,2020-04-09,4.813924234925653,4.813924234925653,0.12187800943076724,0.24692203294140552,14.42122819301048,3.336758010867908,14.42122819301048,14.42122819301048,17.75798620387839,Brazil,MS,Ponta Porã
14,2020-04-04,2020-04-10,4.895009405517257,4.895009405517257,0.12393090821017885,0.2510811584670254,14.664137655458378,3.3929619682487004,14.664137655458378,14.664137655458378,18.057099623707078,Brazil,MS,Ponta Porã
15,2020-04-05,2020-04-11,4.941710097163976,4.941710097163976,0.125113267354024,0.25347659079176277,14.804040424621748,3.4253324209938234,14.804040424621748,14.804040424621748,18.229372845615572,Brazil,MS,Ponta Porã
16,2020-04-06,2020-04-12,4.968023386416042,4.968023386416042,0.1257794621587429,0.25482628608367375,14.882867994457522,3.443571403250151,14.882867994457522,14.882867994457522,18.326439397707674,Brazil,MS,Ponta Porã
17,2020-04-07,2020-04-13,4.98261946726721,4.98261946726721,0.12614900293105594,0.25557496715567724,14.92659394493077,3.4536886355393634,14.92659394493077,14.92659394493077,18.380282580470137,Brazil,MS,Ponta Porã
18,2020-04-08,2020-04-14,4.9906226404230605,4.9906226404230605,0.1263516257322808,0.2559854762723948,14.950569309044592,3.459236012447874,14.950569309044592,14.950569309044592,18.409805321492467,Brazil,MS,Ponta Porã
19,2020-04-09,2020-04-15,4.9949716153616714,4.9949716153616714,0.12646173224470503,0.2562085495242051,14.963597673625067,3.462250492164898,14.963597673625067,14.963597673625067,18.425848165789965,Brazil,MS,Ponta Porã
20,2020-04-10,2020-04-16,4.997317790771225,4.997317790771225,0.12652113226322156,0.2563288925901721,14.970626187018885,3.4638767370351293,14.970626187018885,14.970626187018885,18.434502924054016,Brazil,MS,Ponta Porã
21,2020-04-11,2020-04-17,4.998575839512924,4.998575839512924,0.12655298329969877,0.25639342205463395,14.974394964236096,3.464748749973445,14.974394964236096,14.974394964236096,18.439143714209536,Brazil,MS,Ponta Porã
22,2020-04-12,2020-04-18,4.9992469074454124,4.9992469074454124,0.12656997326875793,0.25642784333964913,14.976405304099199,3.4652138988188135,14.976405304099199,14.976405304099199,18.441619202918012,Brazil,MS,Ponta Porã
23,2020-04-13,2020-04-19,4.999603230432564,4.999603230432564,0.12657899458572702,0.2564461203195262,14.97747275237162,3.4654608830927263,14.97747275237162,14.97747275237162,18.442933635464346,Brazil,MS,Ponta Porã
24,2020-04-14,2020-04-20,4.999791658479808,4.999791658479808,0.126583765170846,0.25645578541482433,14.978037232353989,3.4655914914624115,14.978037232353989,14.978037232353989,18.443628723816403,Brazil,MS,Ponta Porã
25,2020-04-15,2020-04-21,4.999890935020634,4.999890935020634,0.126586278635244,0.25646087763565867,14.978334638291349,3.465660304716781,14.978334638291349,14.978334638291349,18.443994943008125,Brazil,MS,Ponta Porã
26,2020-04-16,2020-04-22,4.99994306565551,4.99994306565551,0.1265875984686479,0.25646355158766,14.978490807716689,3.4656964389193665,14.978490807716689,14.978490807716689,18.444187246636055,Brazil,MS,Ponta Porã
27,2020-04-17,2020-04-23,4.999970355996776,4.999970355996776,0.12658828940026787,0.25646495139916853,14.978572562272776,3.4657153551424713,14.978572562272776,14.978572562272776,18.44428791741525,Brazil,MS,Ponta Porã
28,2020-04-18,2020-04-24,4.9999846022971495,4.9999846022971495,0.1265886500853652,0.25646568213884746,14.978615240374582,3.4657252299254084,14.978615240374582,14.978615240374582,18.44434047029999,Brazil,MS,Ponta Porã
29,2020-04-19,2020-04-25,4.999992019951971,4.999992019951971,0.1265888378841257,0.25646606261479993,14.978637461682528,3.4657303714519347,14.978637461682528,14.978637461682528,18.44436783313446,Brazil,MS,Ponta Porã
30,2020-04-20,2020-04-26,4.9999958728364025,4.9999958728364025,0.1265889354307139,0.2564662602419353,14.978649003892762,3.465733042067915,14.978649003892762,14.978649003892762,18.444382045960673,Brazil,MS,Ponta Porã
31,2020-04-21,2020-04-27,4.999997869634688,4.999997869634688,0.1265889859852695,0.2564663626642976,14.978654985765832,3.465734426143017,14.978654985765832,14.978654985765832,18.44438941190885,Brazil,MS,Ponta Porã
32,2020-04-22,2020-04-28,4.999998902343327,4.999998902343327,0.1265890121311885,0.2564664156353258,14.978658079484429,3.465735141962098,14.978658079484429,14.978658079484429,18.44439322144653,Brazil,MS,Ponta Porã
33,2020-04-23,2020-04-29,4.999999435404306,4.999999435404306,0.126589025627124,0.25646644297777954,14.97865967639241,3.4657355114518134,14.97865967639241,14.97865967639241,18.444395187844222,Brazil,MS,Ponta Porã
34,2020-04-24,2020-04-30,4.999999710057573,4.999999710057573,0.12658903258074267,0.2564664570656504,14.978660499180064,3.4657357018269503,14.978660499180064,14.978660499180064,18.444396201007013,Brazil,MS,Ponta Porã
35,2020-04-25,2020-05-01,4.999999851327322,4.999999851327322,0.12658903615738307,0.2564664643118413,14.978660922386412,3.465735799747679,14.978660922386412,14.978660922386412,18.44439672213409,Brazil,MS,Ponta Porã
36,2020-04-26,2020-05-02,4.999999923874614,4.999999923874614,0.12658903799412147,0.25646646803303086,14.978661139718675,3.4657358500336297,14.978661139718675,14.978661139718675,18.4443969897523,Brazil,MS,Ponta Porã
37,2020-04-27,2020-05-03,4.99999996107342,4.99999996107342,0.1265890389359137,0.25646646994108013,14.978661251156337,3.4657358758178773,14.978661251156337,14.978661251156337,18.444397126974216,Brazil,MS,Ponta Porã
38,2020-04-28,2020-05-04,4.999999980120345,4.999999980120345,0.1265890394181401,0.2564664709180597,14.978661308215825,3.4657358890201992,14.978661308215825,14.978661308215825,18.444397197236025,Brazil,MS,Ponta Porã
39,2020-04-29,2020-05-05,9.999999979719627,7.071067797525086,1.2110463902637771,1.776807549889878,23.719322543849213,8.391734933064553,23.719322543849213,23.719322543849213,27.858216898196986,Brazil,MS,Ponta Porã
1,2020-04-08,2020-04-14,0.9282080795935201,0.9282080795935201,0.023500193928615198,0.04761085027949337,2.7806629006118793,0.6433848133432097,2.7806629006118793,2.7806629006118793,3.424047713955089,Brazil,MS,Corumbá
2,2020-04-09,2020-04-15,0.9009972319110024,0.9009972319110024,0.022811274911899455,0.04621511625877919,2.699146486018599,0.6245236909914265,2.699146486018599,2.699146486018599,3.3236701770100257,Brazil,MS,Corumbá
3,2020-04-10,2020-04-16,0.9789082489497576,0.9789082489497576,0.024783811081147394,0.05021142899178153,2.9325470342270124,0.6785274927863975,2.9325470342270124,2.9325470342270124,3.61107452701341,Brazil,MS,Corumbá
4,2020-04-11,2020-04-17,1.1839868877655533,1.1839868877655533,0.029975952680365247,0.060730587985158284,3.546907731144014,0.8206771730746376,3.546907731144014,3.546907731144014,4.367584904218652,Brazil,MS,Corumbá
5,2020-04-12,2020-04-18,3.032172695630358,2.1440698748089195,0.3672101805146691,0.5387587349092191,7.192108232216783,2.544518958460958,7.192108232216783,7.192108232216783,8.447092479897133,Brazil,MS,Corumbá
6,2020-04-13,2020-04-19,3.819030751124736,2.7004625416802552,0.4625023414835693,0.678568268562166,9.058482237451575,3.204829382965634,9.058482237451575,9.058482237451575,10.639138722148273,Brazil,MS,Corumbá
7,2020-04-14,2020-04-20,3.766008210174454,2.6629699434185694,0.4560810657885015,0.6691471834355791,8.932716362107097,3.160334271962164,8.932716362107097,8.932716362107097,10.491427377220061,Brazil,MS,Corumbá
8,2020-04-15,2020-04-21,3.072257409808074,2.172414048025907,0.37206462536548196,0.5458810172022778,7.287186458875531,2.578156988153882,7.287186458875531,7.287186458875531,8.558761346310106,Brazil,MS,Corumbá
9,2020-04-16,2020-04-22,2.504951210788115,1.771267987689729,0.3033612127764103,0.44508162324605355,5.941574584578627,2.1020886623824118,5.941574584578627,5.941574584578627,6.9783474291059955,Brazil,MS,Corumbá
10,2020-04-17,2020-04-23,2.156401734605007,1.524806289501634,0.2611502541948166,0.38315108904122525,5.114838838094292,1.80959518027051,5.114838838094292,5.114838838094292,6.00735073641058,Brazil,MS,Corumbá
11,2020-04-18,2020-04-24,3.9045833976235933,1.9522916988117966,1.0638675608765453,1.3337260319542688,7.568699637460479,3.584466858757118,7.568699637460479,7.568699637460479,8.558137217637078,Brazil,MS,Corumbá
12,2020-04-19,2020-04-25,2.6672444904828696,1.539934324574831,0.5500499370695444,0.7269943357876731,5.597473617051752,2.377457546332687,5.597473617051752,5.597473617051752,6.423336125732089,Brazil,MS,Corumbá
13,2020-04-20,2020-04-26,2.1602559736110867,1.2472243678828578,0.44549671639729166,0.5888076111022081,4.533508593423848,1.9255515888392192,4.533508593423848,4.533508593423848,5.202391563891678,Brazil,MS,Corumbá
14,2020-04-21,2020-04-27,1.7780111426475544,1.0265352118297195,0.36666864271793204,0.4846215014350377,3.7313304038326,1.5848363446373683,3.7313304038326,3.7313304038326,4.281858391787191,Brazil,MS,Corumbá
15,2020-04-22,2020-04-28,1.5791191619661344,0.9117048732436439,0.32565233474623706,0.4304107442641392,3.31393611602741,1.4075532938846824,3.31393611602741,3.31393611602741,3.8028809117744418,Brazil,MS,Corumbá
16,2020-04-23,2020-04-29,1.4767856251800153,0.8526225782330517,0.3045486992639426,0.4025183250014568,3.099179173293526,1.3163379440571055,3.099179173293526,3.099179173293526,3.5564382980366918,Brazil,MS,Corumbá
17,2020-04-24,2020-04-30,1.8976555561005233,0.9488277780502616,0.5170472704158919,0.6482004242486689,3.6784423475816572,1.7420766205988882,3.6784423475816572,3.6784423475816572,4.159316113161752,Brazil,MS,Corumbá
1,2020-04-02,2020-04-08,4.600907881831459,1.6266665814288297,1.9863454605656603,2.289424866644063,7.561657553103365,4.410688775966683,7.561657553103365,7.561657553103365,8.294675093594106,Brazil,MS,Três Lagoas
2,2020-04-03,2020-04-09,3.5606667981481954,1.2588858192581904,1.5372431947655372,1.7717979405119932,5.852006534324258,3.4134552320786464,5.852006534324258,5.852006534324258,6.4192926626104585,Brazil,MS,Três Lagoas
3,2020-04-04,2020-04-10,2.931705360098945,0.9772351200329816,1.3405623742656727,1.5294470829902365,4.702015549021306,2.8238678504060792,4.702015549021306,4.702015549021306,5.134780703232738,Brazil,MS,Três Lagoas
4,2020-04-05,2020-04-11,2.186956978243399,0.7289856594144664,1.0000159903762995,1.1409178481996638,3.507550880349742,2.1065136985233512,3.507550880349742,3.507550880349742,3.8303796293858765,Brazil,MS,Três Lagoas
5,2020-04-06,2020-04-12,1.35085219376773,0.5105741375307786,0.543112643172065,0.6339965585164952,2.285332306648197,1.2870991248271637,2.285332306648197,2.285332306648197,2.5202027332531496,Brazil,MS,Três Lagoas
6,2020-04-07,2020-04-13,1.479347780473966,0.4931159268246553,0.6764520063809898,0.7717638267365402,2.3726518908994265,1.424932632626163,2.3726518908994265,2.3726518908994265,2.5910265540093476,Brazil,MS,Três Lagoas
7,2020-04-08,2020-04-14,1.3637698851502282,0.45458996171674276,0.6236024329291098,0.7114677692721995,2.1872822871418953,1.313606062342413,2.1872822871418953,2.1872822871418953,2.388595861380484,Brazil,MS,Três Lagoas
8,2020-04-09,2020-04-15,0.5753252879084463,0.28766264395422314,0.1567567774657529,0.19651938124617577,1.1152186685690249,0.5281573518874868,1.1152186685690249,1.1152186685690249,1.2610084757553675,Brazil,MS,Três Lagoas
9,2020-04-10,2020-04-16,0.5553872834284719,0.27769364171423594,0.15132434229027025,0.18970896566730838,1.0765705589214984,0.509853960972155,1.0765705589214984,1.0765705589214984,1.217307993319947,Brazil,MS,Três Lagoas
10,2020-04-11,2020-04-17,1.1604528886582994,0.4102820534089006,0.5010011908060975,0.5774446626837656,1.907220830305051,1.1124753336738888,1.907220830305051,1.907220830305051,2.0921044107085507,Brazil,MS,Três Lagoas
11,2020-04-12,2020-04-18,1.2897332040958673,0.4559895472688207,0.556815254965906,0.6417749158712165,2.119694867778484,1.2364107070608756,2.119694867778484,2.119694867778484,2.325175413235366,Brazil,MS,Três Lagoas
12,2020-04-13,2020-04-19,1.7088475926152742,0.5403850566759797,0.8194588429040406,0.9271191464435649,2.6837821274433873,1.6522359693038362,2.6837821274433873,2.6837821274433873,2.919532524826278,Brazil,MS,Três Lagoas
13,2020-04-14,2020-04-20,1.3394349046139515,0.4735617520052408,0.5782729215269656,0.6665066236130596,2.2013803196017556,1.2840575494345832,2.2013803196017556,2.2013803196017556,2.4147793496724765,Brazil,MS,Três Lagoas
14,2020-04-15,2020-04-21,1.2405471728228086,0.43859965914240395,0.535580217783725,0.6172998066144652,2.038856925694964,1.1892582141959092,2.038856925694964,2.038856925694964,2.236501143062633,Brazil,MS,Três Lagoas
15,2020-04-16,2020-04-22,1.1610878122259731,0.4105065327890192,0.5012753057370735,0.577760602459476,1.9082643362205034,1.1130840070760653,1.9082643362205034,1.9082643362205034,2.0932490727705573,Brazil,MS,Três Lagoas
16,2020-04-17,2020-04-23,1.964321526286432,0.5249870106306208,1.073912857316623,1.1875639051445,2.8999796537830345,1.917755123660217,2.8999796537830345,2.8999796537830345,3.1191175171363934,Brazil,MS,Três Lagoas
17,2020-04-18,2020-04-24,3.003527256632718,0.6403541627076969,1.882294540983957,2.033352257242983,4.128545258076353,2.9581438901348314,4.128545258076353,4.128545258076353,4.382519078192277,Brazil,MS,Três Lagoas
18,2020-04-19,2020-04-25,2.927623618878254,0.5975986687643375,1.875783693785131,2.018723192125527,3.974905881303072,2.887064110866974,3.974905881303072,3.974905881303072,4.209836508205769,Brazil,MS,Três Lagoas
19,2020-04-20,2020-04-26,2.125670876424306,0.45319455358992033,1.3321466212055517,1.4390539207487443,2.9218740724635026,2.0935519401883815,2.9218740724635026,2.9218740724635026,3.101617656145808,Brazil,MS,Três Lagoas
20,2020-04-21,2020-04-27,1.8075114526389324,0.3689567302668489,1.1581066935404374,1.2463573752943047,2.454102316051826,1.7824700590762315,2.454102316051826,2.454102316051826,2.599148214699472,Brazil,MS,Três Lagoas
21,2020-04-22,2020-04-28,1.502639700582617,0.3067250444729922,0.9627696093895526,1.036135107468824,2.040170513999981,1.4818220221826865,2.040170513999981,2.040170513999981,2.1607516175921213,Brazil,MS,Três Lagoas
22,2020-04-23,2020-04-29,1.8170069880030872,0.3163003173267002,1.2507440046940321,1.3298668070602093,2.3666490536932607,1.7986867058375036,2.3666490536932607,2.3666490536932607,2.487342275985381,Brazil,MS,Três Lagoas
23,2020-04-24,2020-04-30,1.4495869864614426,0.26918154566801106,0.9708111552286258,1.037003400875523,1.9188983500711208,1.4329595442907825,1.9188983500711208,1.9188983500711208,2.022813461039266,Brazil,MS,Três Lagoas
24,2020-04-25,2020-05-01,0.720063881207231,0.18001597030180774,0.4115787240433514,0.4516581222668224,1.039463056239556,0.7051193848851576,1.039463056239556,1.039463056239556,1.1134086264074046,Brazil,MS,Três Lagoas
25,2020-04-26,2020-05-02,0.6638901969397883,0.1659725492349471,0.3794706098898596,0.4164233307167922,0.9583723765751675,0.6501115519259693,0.9583723765751675,0.9583723765751675,1.0265492986827627,Brazil,MS,Três Lagoas
26,2020-04-27,2020-05-03,0.7480547431259968,0.1763181938543844,0.4433446500091731,0.48350537062577315,1.0597122227522793,0.7342484127979846,1.0597122227522793,1.0597122227522793,1.1311687695616806,Brazil,MS,Três Lagoas
27,2020-04-28,2020-05-04,0.798884578818965,0.18829890102274968,0.4734696320675077,0.5163592476600589,1.1317189824972087,0.7841401172799092,1.1317189824972087,1.1317189824972087,1.2080309554193174,Brazil,MS,Três Lagoas
28,2020-04-29,2020-05-05,0.9126107723416175,0.20936727007493236,0.5494513007376183,0.5976136631092337,1.2820630062699503,0.8966509566017757,1.2820630062699503,1.2820630062699503,1.366406972059889,Brazil,MS,Três Lagoas
29,2020-04-30,2020-05-06,0.5637473773762722,0.16997622975490778,0.2814206596165723,0.31616015276470183,0.869309691692689,0.5467592296038843,0.869309691692689,0.869309691692689,0.9425013625184913,Brazil,MS,Três Lagoas
1,2020-03-29,2020-04-04,2.0369999320769594,0.9109740636573072,0.6614083332798181,0.802638907263743,3.7291435271051783,1.9029282153986171,3.7291435271051783,3.7291435271051783,4.172423087231497,Brazil,MS,Dourados
2,2020-03-30,2020-04-05,1.5883043152073735,0.710311283551988,0.5157180878211057,0.625839412110579,2.907714753868251,1.4837649468970624,2.907714753868251,2.907714753868251,3.253351897544532,Brazil,MS,Dourados
3,2020-03-31,2020-04-06,1.3454497358701856,0.6017034139429744,0.43686386695473395,0.5301474431940911,2.4631199513344484,1.256894624526312,2.4631199513344484,2.4631199513344484,2.7559085556425975,Brazil,MS,Dourados
4,2020-04-01,2020-04-07,1.2414772437394024,0.5552055019040758,0.40310428177052976,0.48917917110178405,2.2727771143412383,1.15976541711429,2.2727771143412383,2.2727771143412383,2.542939856050572,Brazil,MS,Dourados
5,2020-04-02,2020-04-08,0.9598697696522692,0.4799348848261346,0.26153220628367113,0.3278719311899794,1.8606251263573996,0.8811750262871624,1.8606251263573996,1.8606251263573996,2.103860095483027,Brazil,MS,Dourados
6,2020-04-03,2020-04-09,0.952092203094021,0.4760461015470105,0.2594130811629439,0.32521527312235926,1.8455489814284516,0.8740351020671328,1.8455489814284516,1.8455489814284516,2.0868130830244622,Brazil,MS,Dourados
7,2020-04-04,2020-04-10,0.48852589003408076,0.34543996962829215,0.05916275168760151,0.08680164914895969,1.1587503180239263,0.40995797854195487,1.1587503180239263,1.1587503180239263,1.3609460232554642,Brazil,MS,Dourados
8,2020-04-05,2020-04-11,0.5178663174517251,0.36618678481822015,0.06271601356610111,0.09201487845479894,1.2283438243144147,0.4345796875630577,1.2283438243144147,1.2283438243144147,1.4426832225098845,Brazil,MS,Dourados
9,2020-04-06,2020-04-12,0.5844504739122416,0.41326889337103745,0.0707796638154812,0.10384560166900156,1.3862769329744202,0.49045534685221087,1.3862769329744202,1.3862769329744202,1.6281748101521236,Brazil,MS,Dourados
10,2020-04-07,2020-04-13,0.6977196975308341,0.4933623294914796,0.08449709228242835,0.12397136287938536,1.6549438584493645,0.5855078771131053,1.6549438584493645,1.6549438584493645,1.9437226707377793,Brazil,MS,Dourados
11,2020-04-08,2020-04-14,1.6981921661976267,0.8490960830988133,0.4627002099255685,0.5800677994730659,3.291799693780611,1.558966199375096,3.291799693780611,3.291799693780611,3.722128611487958,Brazil,MS,Dourados
12,2020-04-09,2020-04-15,2.0091606922746994,1.0045803461373497,0.5474286671403226,0.6862883039703868,3.8945854793303893,1.8444400290590048,3.8945854793303893,3.8945854793303893,4.4037151075412035,Brazil,MS,Dourados
13,2020-04-10,2020-04-16,2.054223164507051,1.0271115822535255,0.5597066741743321,0.7016807251739094,3.9819352123276794,1.8858080629416551,3.9819352123276794,3.9819352123276794,4.50248385735588,Brazil,MS,Dourados
14,2020-04-11,2020-04-17,2.324022781078698,1.039334583950016,0.7546038710812855,0.9157344956605412,4.2545973489886055,2.1710597303921433,4.2545973489886055,4.2545973489886055,4.76033707921516,Brazil,MS,Dourados
15,2020-04-12,2020-04-18,2.0475390424336393,0.9156872970932888,0.6648303537254232,0.8067916320071319,3.748437516539919,1.9127736602349736,3.748437516539919,3.748437516539919,4.194010533887058,Brazil,MS,Dourados
16,2020-04-13,2020-04-19,1.781590762145736,0.796751610448705,0.5784776710208613,0.7020000541000544,3.2615649877965462,1.6643296232827571,3.2615649877965462,3.2615649877965462,3.6492639547591224,Brazil,MS,Dourados
